ObjID,RA,Dec,z,Specflag,BPTflag,MIRflag,FIRSTflag,SEDflag,S22_unWISE,E22_unWISE,S60_IRAS,E60_IRAS,S100_IRAS,E100_IRAS,S100_HATLAS,E100_HATLAS,S160_HATLAS,E160_HATLAS,S250_HATLAS,E250_HATLAS,S350_HATLAS,E350_HATLAS,S500_HATLAS,E500_HATLAS,S100_PPSC,E100_PPSC,S160_PPSC,E160_PPSC,S250_SPSC,E250_SPSC,S350_SPSC,E350_SPSC,S500_SPSC,E500_SPSC,S1.4,E1.4,logL1.4,logdL1.4,logLTIR,logLFIR,logdLTIR_upp,logdLTIR_low,qTIR,qFIR,dqTIR_upp,dqTIR_low
1237664668973531242,159.06771,37.324689,0.005228663,1.0,1.0,0.0,1.0,0.0,0.07795489200905192,6.455596642264383E-4,5.76,0.03388235294117647,15.38,0.11830769230769231,,,,,,,,,,,,,,,1.9257,0.0099,1.1681,0.006400000095367431,0.7396,0.0035,0.0515359975398,0.00240899994969,21.493074908,0.0202869067851,9.92403086554,9.626307161890667,0.855779465714,0.0723114876424,2.4398966189170856,2.1421729152677536,0.27860325614144044,0.16378261592542698
1237664668961538066,129.60003,25.754542,0.018181425,1.0,4.0,1.0,1.0,0.0,1.8565337488985687,0.0015070424480679936,23.13,0.03791803278688524,27.88,0.14673684210526317,,,,,,,,,,,,,,,6.1802,0.013,2.2131,0.0060999999046325686,0.6791,0.0072,0.0957209989429,0.00290099997073,22.8513478338,0.0131531638951,11.4450608634,11.185557414954577,2.78481120929E-4,2.79126050169E-4,2.602653690977089,2.3431502425316637,0.01294670032113654,0.012969879653293326
1237662302971691136,214.93012,49.236648,0.02552837,1.0,0.0,0.0,1.0,0.0,0.7355123730566676,6.552085922007189E-4,5.623,0.0330764705882353,8.003,0.1482037037037037,,,,,,,,,,,8.145778046,0.013593916475516547,,,,,,,1.6750999999999998,0.4551,0.0201600007713,7.19000003301E-4,22.4734736258,0.0154784717011,11.5930895737,11.281387138198324,2.46864994484E-4,2.37252351417E-4,3.128556609277087,2.816854173775411,0.014145392151951874,0.01594004828753448
1237665537075511390,233.73836,23.503684,0.018397965,1.0,4.0,0.0,1.0,0.0,3.1861425151308387,9.564498475278006E-4,,,,,,,,,,,,,,,,,85.29243847,0.24832983155773258,33.201699999999995,0.0348,12.931,0.011199999809265136,4.3984,0.007,0.326334029436,0.00979800056666,23.3944008476,0.013030612386,11.8651075055,11.581363992020762,2.11007563053E-4,9.81705408752E-5,2.4796473192770847,2.1959038057978475,0.013088862827914216,0.012804453171595398
1237661069263372378,185.42745981595306,14.595190934017745,0.128345,0.0,,0.0,1.0,0.0,0.018863328258240716,8.256603580881742E-4,,,,,,,,,,,,,,,,,,,,,,,0.8634,0.0131,0.0347779989243,0.00230399984866,24.1625074708,0.0287519686368,12.8415554314,12.560562026663844,0.553272918364,0.175449454727,2.687988621977084,2.4069952172409295,0.18084876553355134,0.1405011340739919
1237662225152671761,217.60628,35.321029,0.010489868,1.0,4.0,0.0,1.0,0.0,0.042596160876316416,4.651013507162175E-4,2.605,0.032974683544303794,8.279,0.1166056338028169,,,,,,,,,,,,,,,2.1481999999999997,0.0245,1.1320999999999999,0.009600000381469726,0.5199,0.0050999997,0.0208490006626,0.00131299998611,21.7076287841,0.0273318612818,10.3943584056,10.10064473680166,1.08929038537,0.189703368747,2.6956702828770887,2.401956614078749,0.38376870784645023,0.2362893200399201
1237662194520293392,165.97383127070918,40.85000467506179,0.033654,0.0,,0.0,1.0,1.0,0.23976162877822252,0.001015501897301823,5.842,0.036512499999999996,10.57,0.13049382716049382,,,,,,,,,,,9.792771291,0.013950650274754594,,,,,1.1196,0.005800000190734863,0.37160000000000004,0.007,0.0364379994571,0.00116199988406,22.9747734827,0.0138401656841,11.3960215282,11.122900670917534,0.00209309323644,0.00134154707149,2.430188706877086,2.1570678495946183,0.013446711558753766,0.013009939904012224
1237657243506573401,138.06046,44.954842,0.008736057,1.0,0.0,0.0,1.0,0.0,0.04392027594288086,6.162415411257682E-4,3.42,0.042749999999999996,9.17,0.11320987654320988,,,,,,,,,,,,,,,,,,,,,0.0310960002244,0.0024530000519,21.7214013506,0.0342359793814,10.1126991699,9.755359691022038,0.0034014079489,0.00336873685967,2.4002384806770856,2.0428990017991246,0.03415035185803994,0.03159975193090281
1237680333253574804,7.354093825083282,30.559379819388976,0.050261,0.0,,1.0,0.0,0.0,0.12079764984313218,7.082590046142838E-4,4.659,0.04235454545454545,5.686,0.18953333333333333,,,,,,,,,,,,,,,,,,,,,0.034618999809,0.00140700000338,23.3093579583,0.0176388111972,11.577263831,11.256029044497042,0.00235608887002,0.00236308846184,2.276846534077084,1.9556117475741281,0.01852579556060574,0.016891067645661284
1237655124476493869,193.95403,4.3041472,0.0025474606,0.0,,0.0,1.0,0.0,0.07856130702121815,8.125843026108864E-4,6.25,0.044642857142857144,14.74,0.16561797752808988,,,,,,,,,,,,,,,2.0582,0.0253,1.1923,0.013100000381469726,0.6541,0.0078000003,0.0605369992554,0.0025649999734,20.9369722968,0.0183889192089,9.27303877306,8.980683256664644,0.621098441853,0.0613602186922,2.3450071376370865,2.052651621241729,0.1988651261876937,0.13152552761430947
1237651822172110961,215.08136,3.9327125,0.005312355,0.0,2.0,0.0,1.0,0.0,0.028196838851827437,5.237335554311545E-4,,,,,,,,,,,,,,,,,,,,,0.4935,0.007,0.31189999999999996,0.005,0.0079600000754,0.00143699999899,20.6957151929,0.0783489941775,9.5963165933,9.305170540131622,0.824072663327,0.245237413345,2.909542061777085,2.618396008608709,0.28521753550949347,0.21509915612106223
1237671939806462244,267.99981644580816,64.35998196383986,0.090953,0.0,,0.0,0.0,0.0,0.04016430123734977,1.763346144390796E-4,2.219,0.026416666666666665,3.262,0.14182608695652174,,,,,,,,,,,,,2.2871538260000004,0.36335473587619005,,,,,,,0.0106610003859,5.18999993801E-4,23.3327795517,0.0211280357524,11.5419945832,11.218311180140029,0.00611007448175,0.00419154397501,2.2181556928770867,1.8944722898171165,0.023423725752485858,0.02121512815959914
1237671766924263462,226.62245336681423,55.76420781860137,0.089748,0.0,,0.0,1.0,0.0,0.069456746707627,4.8181963740908035E-4,,,,,,,,,,,,,,,,,,,4.142399999999999,0.0458,1.9667000000000001,0.016700000762939454,0.8204,0.0075,0.0217940006405,0.00107100000605,23.6311665452,0.0213276125982,12.1264541794,11.717985589603364,1.13709679556,0.0324408198562,2.504228295577086,2.095759705780452,0.3355074164307479,0.24093191739107
1237670955177738275,24.720461,-10.453133,0.048231564,1.0,2.0,1.0,1.0,0.0,0.2799196978016435,8.026319752585826E-4,6.163,0.04402142857142857,6.7,0.13958333333333334,,,,,,,,,,,6.964468355,0.01270530147454008,,,1.4225999999999999,0.0042,0.5162,0.0040999999046325685,0.15730000000000002,0.0049,0.0158380009234,6.55999989249E-4,22.9329251969,0.0179760057289,11.5526098389,11.29253585692853,8.7529487534E-4,8.63271323763E-4,2.6286253033770848,2.368551321405615,0.016957011446602,0.01833305871474522
